num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.5,10.0,1,,,,
,2.5,,,53,15.906,3.332,1
,2.5,,,39,16.81,2.32,0
,2.5,,,49,16.983,2.885,0
,2.5,,,43,17.071,2.519,0
4,2.5,10.0,2,,,,
,2.5,,,97,38.605,2.513,1
,2.5,,,91,38.966,2.335,2
,2.5,,,104,39.828,2.611,0
4,2.5,10.0,1,,,,
,2.5,,,118,53.963,2.187,3
,2.5,,,34,14.236,2.388,0
,2.5,,,29,14.508,1.999,2
,2.5,,,30,14.649,2.048,0
,2.5,,,34,14.812,2.295,0
4,2.5,10.0,2,,,,
,2.5,,,96,33.646,2.853,1
,2.5,,,71,33.713,2.106,2
,2.5,,,84,33.759,2.488,4
,2.5,,,91,33.857,2.688,0
4,2.5,10.0,1,,,,
,2.5,,,28,13.913,2.013,0
,2.5,,,35,13.987,2.502,0
,2.5,,,38,14.396,2.64,0
,2.5,,,41,14.454,2.837,1
4,2.5,10.0,2,,,,
,2.5,,,48,18.031,2.662,0
,2.5,,,41,18.038,2.273,0
,2.5,,,41,18.055,2.271,0
,2.5,,,53,18.154,2.92,0
