elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.02,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,1,6.13,23.0,17.41,NO_ACTION,target_instance_1,normal
10.0,1,7.85,23.04,14.86,NO_ACTION,target_instance_1,normal
15.0,1,9.22,23.01,16.86,NO_ACTION,target_instance_1,normal
20.0,1,9.05,23.24,19.14,NO_ACTION,target_instance_1,normal
25.0,2,60.03,23.77,85.51,SCALE_UP,target_instance_1,attack
30.0,2,61.09,23.85,109.67,NO_ACTION,target_instance_1,attack
35.0,2,27.07,22.71,75.88,NO_ACTION,"target_instance_1,target_instance_2",attack
40.0,2,21.44,22.41,76.63,NO_ACTION,"target_instance_1,target_instance_2",attack
45.0,1,16.92,22.82,81.54,SCALE_DOWN,"target_instance_1,target_instance_2",attack
52.02,1,24.48,23.88,92.58,NO_ACTION,target_instance_1,attack
55.0,1,25.59,24.01,89.71,NO_ACTION,target_instance_1,attack
60.0,1,34.15,24.23,76.99,NO_ACTION,target_instance_1,attack
65.0,1,57.48,24.45,82.05,NO_ACTION,target_instance_1,attack
70.0,1,34.67,24.38,69.12,NO_ACTION,target_instance_1,attack
75.0,1,34.71,24.34,65.38,NO_ACTION,target_instance_1,attack
80.0,1,14.7,24.47,78.94,NO_ACTION,target_instance_1,attack
85.0,1,44.69,24.48,84.59,NO_ACTION,target_instance_1,attack
90.0,1,34.15,24.52,70.95,NO_ACTION,target_instance_1,attack
95.0,1,23.65,24.48,75.09,NO_ACTION,target_instance_1,attack
100.0,1,50.52,24.61,69.69,NO_ACTION,target_instance_1,attack
105.0,1,57.15,24.36,79.65,NO_ACTION,target_instance_1,attack
110.0,1,38.34,24.69,67.72,NO_ACTION,target_instance_1,attack
115.0,1,52.49,24.61,77.57,NO_ACTION,target_instance_1,attack
120.0,1,53.38,24.49,74.37,NO_ACTION,target_instance_1,attack
125.0,1,52.01,24.38,71.43,NO_ACTION,target_instance_1,attack
130.0,1,54.98,24.87,71.86,NO_ACTION,target_instance_1,attack
135.0,1,33.32,25.12,81.64,NO_ACTION,target_instance_1,attack
140.0,1,44.96,24.69,69.09,NO_ACTION,target_instance_1,attack
145.0,1,52.7,24.47,76.64,NO_ACTION,target_instance_1,attack
150.0,1,47.08,24.72,74.87,NO_ACTION,target_instance_1,attack
155.0,1,22.41,24.84,83.9,NO_ACTION,target_instance_1,attack
160.0,1,59.29,24.68,90.01,NO_ACTION,target_instance_1,attack
165.0,1,7.99,24.43,15.17,NO_ACTION,target_instance_1,normal
170.0,1,8.0,24.48,17.64,NO_ACTION,target_instance_1,normal
175.0,1,9.67,24.25,18.43,NO_ACTION,target_instance_1,normal
