num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.5,2.0,1,,,,
,0.5,,,8,17.249,0.464,0
,0.5,,,13,17.581,0.739,0
4,0.5,2.0,2,,,,
,0.5,,,11,23.124,0.476,0
,0.5,,,12,23.307,0.515,0
,0.5,,,5,23.387,0.214,0
4,0.5,2.0,1,,,,
,0.5,,,4,14.782,0.271,0
4,0.5,2.0,2,,,,
,0.5,,,12,28.026,0.428,0
,0.5,,,9,28.05,0.321,0
,0.5,,,36,67.858,0.531,0
,0.5,,,47,85.876,0.547,0
,0.5,,,24,44.19,0.543,0
,0.5,,,20,28.613,0.699,0
,0.5,,,15,28.619,0.524,0
,0.5,,,48,86.604,0.554,0
,0.5,,,28,44.666,0.627,0
4,0.5,2.0,1,,,,
,0.5,,,7,15.017,0.466,0
,0.5,,,8,15.535,0.515,0
4,0.5,2.0,2,,,,
,0.5,,,9,22.927,0.393,0
,0.5,,,19,39.083,0.486,0
4,0.5,2.0,1,,,,
,0.5,,,6,14.073,0.426,0
,0.5,,,24,54.109,0.444,0
,0.5,,,6,14.496,0.414,0
,0.5,,,8,38.592,0.207,6
,0.5,,,19,38.599,0.492,0
,0.5,,,40,99.569,0.402,0
,0.5,,,12,38.732,0.31,13
,0.5,,,8,15.003,0.533,0
,0.5,,,5,15.21,0.329,0
