num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.5,10.0,1,,,,
,2.5,,,26,10.999,2.364,1
,2.5,,,24,11.232,2.137,1
,2.5,,,17,11.461,1.483,0
,2.5,,,21,11.545,1.819,1
4,2.5,10.0,2,,,,
,2.5,,,59,23.614,2.498,1
,2.5,,,43,23.628,1.82,1
,2.5,,,50,23.658,2.113,0
,2.5,,,51,23.694,2.152,1
4,2.5,10.0,1,,,,
,2.5,,,38,14.528,2.616,1
,2.5,,,36,14.751,2.44,0
,2.5,,,44,15.097,2.914,0
,2.5,,,25,15.268,1.637,1
4,2.5,10.0,2,,,,
,2.5,,,132,53.665,2.46,0
,2.5,,,146,53.679,2.72,5
,2.5,,,127,53.821,2.36,0
,2.5,,,149,54.215,2.748,1
4,2.5,10.0,1,,,,
,2.5,,,31,14.259,2.174,1
,2.5,,,32,14.333,2.233,1
,2.5,,,27,14.834,1.82,3
,2.5,,,32,14.884,2.15,3
4,2.5,10.0,2,,,,
,2.5,,,35,17.781,1.968,0
,2.5,,,38,17.937,2.118,0
,2.5,,,49,18.45,2.656,0
,2.5,,,43,18.755,2.293,0
