num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.5,2.0,1,,,,
,0.5,,,5,6.635,0.754,0
,0.5,,,2,6.681,0.299,0
,0.5,,,4,6.685,0.598,0
4,0.5,2.0,2,,,,
,0.5,,,33,48.926,0.674,0
,0.5,,,25,49.354,0.507,0
,0.5,,,29,49.346,0.588,0
,0.5,,,26,57.641,0.451,0
4,0.5,2.0,3,,,,
,0.5,,,12,23.105,0.519,0
,0.5,,,16,23.216,0.689,0
4,0.5,2.0,2,,,,
,0.5,,,31,58.0,0.534,0
,0.5,,,54,83.005,0.651,0
,0.5,,,29,59.571,0.487,0
,0.5,,,57,134.04,0.425,0
,0.5,,,23,59.82,0.384,0
,0.5,,,37,60.524,0.611,0
,0.5,,,8,93.822,0.085,32
