num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.5,2.0,1,,,,
,0.5,,,5,6.674,0.749,0
,0.5,,,4,7.205,0.555,0
4,0.5,2.0,2,,,,
,0.5,,,20,36.182,0.553,0
,0.5,,,16,28.416,0.563,1
,0.5,,,18,36.809,0.489,0
4,0.5,2.0,1,,,,
,0.5,,,27,44.236,0.61,0
,0.5,,,10,15.182,0.659,0
,0.5,,,14,15.227,0.919,0
,0.5,,,28,45.126,0.62,0
,0.5,,,12,45.261,0.265,11
4,0.5,2.0,2,,,,
,0.5,,,49,103.299,0.474,0
,0.5,,,42,87.172,0.482,0
,0.5,,,44,87.841,0.501,0
,0.5,,,42,87.949,0.478,0
,0.5,,,45,88.13,0.511,0
,0.5,,,48,104.904,0.458,0
