timestamp,rtt
1790283255.7826269,4.199978997348808
1790283255.7843058,4.566463001538068
1790283255.7851806,3.832268004771322
1790283255.785274,2.6300610043108463
1790283255.792495,1.6891820123419166
1790283255.8080347,1.644903008127585
1790283255.8144119,1.761774008627981
1790283255.8188946,2.074742005788721
1790283255.819441,1.3213829952292144
1790283255.837753,1.697617000900209
1790283255.8437269,1.9317429978400469
1790283255.8451943,1.4578069967683405
1790283255.8474689,1.229378001880832
1790283255.8527195,1.3093910092720762
1790283255.855271,1.3649339962285012
1790283255.9161243,2.324590997886844
1790283255.9274995,2.3819010093575343
1790283255.9282954,1.6312719963025302
1790283255.9344165,1.5384819998871535
1790283255.9417715,1.8721849919529632
1790283255.960447,1.957782995305024
1790283255.9624014,1.4820319920545444
1790283255.976427,2.1614979923469946
1790283255.9772925,1.6955189930740744
1790283255.986067,1.8878669943660498
1790283255.9971285,1.5738209913251922
1790283256.013759,1.976315994397737
1790283256.0234416,2.249926998047158
1790283256.0245178,1.6037689929362386
1790283256.033168,2.6554070063866675
1790283256.0332344,2.1558479929808527
1790283256.0376883,1.938868997967802
1790283256.0616765,3.3963269961532205
1790283256.0618243,2.845995986717753
1790283256.0720313,2.011660995776765
1790283256.0773795,1.4973079960327595
1790283256.1268885,2.3988710017874837
1790283256.1271656,1.901860989164561
1790283256.1289911,1.085680996766314
1790283256.13896,1.599474999238737
1790283256.1423483,1.5811490011401474
1790283256.1612473,1.8707499984884635
1790283256.1936512,1.6188589943340048
1790283256.1972504,2.216809007222764
1790283256.1977086,1.9968129927292466
1790283256.246623,2.528088996768929
1790283256.2923672,4.226275996188633
1790283256.2927878,4.50027800980024
1790283256.297085,2.25887299166061
1790283256.3207388,2.0011779997730628
1790283256.3285336,1.7734249995555729
1790283256.3304043,1.627726000151597
1790283256.3344944,1.5385659935418516
1790283256.3440866,1.495338001404889
1790283256.3715994,2.1192319982219487
1790283256.3819616,2.1287940035108477
1790283256.3845,1.1858159996336326
1790283256.407012,1.7019960068864748
1790283256.4267368,1.657782995607704
1790283256.4470472,2.0531080081127584
1790283256.4597495,1.6836259892443195
1790283256.4761386,1.4370429998962209
1790283256.4852467,2.772932988591492
1790283256.486158,1.6250350017799065
1790283256.4947536,1.1538359976839274
1790283256.4980915,1.2799200048903003
1790283256.5012991,1.0520729993004352
1790283256.503353,1.0256960085825995
1790283256.5095098,1.0259380069328472
1790283256.5112407,1.4017709909239784
1790283256.517095,1.2054580001858994
1790283256.5524583,2.5077589962165803
1790283256.5525496,2.0820849895244464
1790283256.566459,1.4672859979327768
1790283256.5737984,1.644126998144202
1790283256.574216,1.1669759987853467
1790283256.586498,1.744209002936259
1790283256.591073,1.090935998945497
1790283256.5963554,2.321273001143709
1790283256.5995843,3.205214990884997
1790283256.6025968,1.8077179993269965
1790283256.6067586,1.8485170003259555
1790283256.6075008,1.8468290072632954
1790283256.617718,2.0156370010226965
1790283256.6256807,1.695270009804517
1790283256.6313496,1.396425999701023
1790283256.6401038,1.470714996685274
1790283256.6473622,1.183708998723887
1790283256.649463,0.9956459980458021
1790283256.6617677,2.550429999246262
1790283256.680102,2.137788003892638
1790283256.6944194,1.7411660082871094
1790283256.7063882,1.2872740044258535
1790283256.7170377,1.4084940048633143
1790283256.723994,2.667387991095893
1790283256.7253053,2.4823489948175848
1790283256.728164,1.1905740102520213
1790283256.7401834,1.555126000312157
1790283256.74522,1.2233409943291917
1790283256.7500274,1.4102400018600747
1790283256.7563155,1.4872499887133017
1790283256.7587163,1.777397992555052
1790283256.7608583,1.4889979938743636
1790283256.7976875,3.748578004888259
1790283256.7985644,3.129297008854337
1790283256.8119528,2.6029840082628652
1790283256.8123317,3.6204979987815022
1790283256.8181412,1.5117690054466948
1790283256.8200922,1.7615600081626326
1790283256.8235724,1.50154200673569
1790283256.8263505,1.5090139931999147
1790283256.8297443,1.1863800027640536
1790283256.8537283,1.6976119950413704
1790283256.85678,1.6313270025420934
1790283256.8668165,1.865578000433743
1790283256.8854015,1.8248990090796724
1790283256.8975754,1.5953620022628456
1790283256.9074364,1.6755800024839118
1790283256.9183004,1.4774549927096814
1790283256.9367402,2.4919160059653223
1790283256.9375353,1.7263839981751516
1790283256.9447148,1.3024320069234818
1790283256.9564052,3.4092109999619424
1790283256.956831,3.294691996416077
1790283256.9569151,2.641373997903429
1790283256.9576738,2.136804992915131
1790283256.958121,1.0783250036183745
1790283256.9790733,1.5609859983669594
1790283256.9798462,1.4201809972291812
1790283256.9832125,1.7705880018183962
1790283256.9832594,2.2068190010031685
1790283257.0045822,2.697960997465998
1790283257.0073357,1.5992900007404387
1790283257.0159242,2.0849120046477765
1790283257.0191617,1.3652460038429126
1790283257.0392697,1.6901909984881058
1790283257.0425801,1.4974490040913224
1790283257.0593405,1.8600350013002753
1790283257.0798557,1.9696220115292817
1790283257.0876994,3.149002994177863
1790283257.0942426,1.457674996345304
1790283257.1016214,1.9799720030277967
1790283257.1078641,1.488736001192592
1790283257.1366475,4.617321988916956
1790283257.1369345,6.516000008559786
1790283257.1399941,1.3061459903838113
1790283257.1437123,2.152886998374015
1790283257.149512,3.047691992833279
1790283257.149629,2.689325003302656
1790283257.1582942,1.8269779975526035
1790283257.1613283,1.7247089999727905
1790283257.174425,1.617640009499155
1790283257.1879935,1.889075996587053
1790283257.1911461,1.8422730063321069
1790283257.2197828,2.372312010265887
1790283257.2210732,2.171906002331525
1790283257.2233596,1.337481997325085
1790283257.2311158,1.9702449935721233
1790283257.2640388,1.689943004748784
1790283257.2704027,3.2367120002163574
1790283257.2741225,1.5292090101866052
1790283257.2875872,1.8785290012601763
1790283257.3043082,1.5963640034897253
1790283257.3164825,2.3604140005772933
1790283257.319315,1.7303360073128715
1790283257.3199866,3.087429009610787
1790283257.3244648,1.9852830009767786
1790283257.3250358,1.693721002084203
1790283257.3419971,2.0148720068391412
1790283257.3458343,1.4634620019933209
1790283257.358454,1.6927100077737123
1790283257.3619726,2.56611400982365
1790283257.387584,2.6973460044246167
1790283257.415749,2.064724001684226
1790283257.4194803,1.775172000634484
1790283257.4348283,2.010436001000926
1790283257.437295,2.4497889971826226
1790283257.439302,1.8737730133580044
1790283257.464131,1.9233899947721511
1790283257.4729016,2.290084012201987
1790283257.4935086,3.5640639980556443
1790283257.4942615,2.291493001393974
1790283257.499213,2.2961360082263127
1790283257.5036302,4.279026994481683
1790283257.5037017,3.3008290047291666
1790283257.536603,2.254221006296575
1790283257.5381112,2.445309000904672
1790283257.5391643,1.5497190033784136
1790283257.5428748,1.7797819891711697
1790283257.5491793,2.2787810012232512
1790283257.5685902,2.0320650073699653
