num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,1.25,5.0,1,,,,
,1.25,,,8,6.768,1.182,0
,1.25,,,10,6.886,1.452,0
,1.25,,,10,7.269,1.376,0
4,1.25,5.0,2,,,,
,1.25,,,24,18.772,1.278,0
,1.25,,,26,18.794,1.383,0
,1.25,,,31,26.83,1.155,0
,1.25,,,30,18.91,1.586,0
4,1.25,5.0,3,,,,
,1.25,,,58,47.689,1.216,1
,1.25,,,94,67.797,1.387,0
,1.25,,,72,47.897,1.503,0
,1.25,,,69,47.989,1.438,0
,1.25,,,55,48.247,1.14,0
4,1.25,5.0,2,,,,
,1.25,,,22,19.771,1.113,0
4,1.25,5.0,1,,,,
,1.25,,,22,20.338,1.082,1
,1.25,,,22,14.692,1.497,0
,1.25,,,19,14.73,1.29,0
,1.25,,,19,14.792,1.284,0
,1.25,,,18,34.803,0.517,25
,1.25,,,43,34.99,1.229,0
4,1.25,5.0,2,,,,
,1.25,,,36,27.301,1.319,0
,1.25,,,34,27.482,1.237,0
,1.25,,,69,43.596,1.583,0
,1.25,,,39,27.941,1.396,0
,1.25,,,37,29.443,1.257,0
