elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,1,30.83,11.29,3.05,NO_ACTION,target_instance_1,normal,9.35
10.0,1,28.23,11.24,2.91,NO_ACTION,target_instance_1,normal,8.97
15.0,1,29.81,11.17,3.02,NO_ACTION,target_instance_1,normal,9.0
20.0,1,29.53,11.24,2.93,NO_ACTION,target_instance_1,normal,8.89
25.0,2,85.43,12.59,578.71,SCALE_UP,target_instance_1,attack,14.01
30.0,2,111.03,13.46,754.77,NO_ACTION,target_instance_1,attack,23.13
35.0,2,110.92,14.3,908.86,NO_ACTION,"target_instance_2,target_instance_1",attack,24.17
40.0,2,112.78,15.78,981.89,NO_ACTION,"target_instance_2,target_instance_1",attack,23.9
45.0,3,112.73,14.18,928.36,SCALE_UP,"target_instance_2,target_instance_1",attack,25.24
50.0,3,109.02,14.72,824.81,NO_ACTION,"target_instance_2,target_instance_1",attack,32.3
55.0,3,85.49,12.78,447.81,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",attack,28.6
60.0,3,96.6,12.1,412.33,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",attack,28.65
65.0,4,65.08,11.38,419.04,SCALE_UP,"target_instance_2,target_instance_3,target_instance_1",attack,25.66
70.0,4,68.87,12.05,342.02,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",attack,34.45
75.02,4,75.56,12.13,325.71,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",attack,32.52
80.0,4,72.34,12.34,391.95,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,35.9
85.0,4,66.79,12.33,275.77,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,32.67
90.0,4,67.32,12.45,360.59,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,34.66
95.0,4,68.95,12.43,292.22,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,32.16
100.0,4,90.02,12.42,369.2,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,38.0
105.03,4,97.77,12.42,740.03,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,44.94
110.0,4,107.57,13.6,1005.51,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,43.92
115.01,4,84.29,12.94,394.5,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,34.37
120.0,4,82.33,12.99,491.05,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,40.03
125.0,4,71.92,12.5,321.26,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,34.42
130.01,4,86.18,12.55,383.74,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,36.64
135.02,4,50.91,12.06,338.41,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,31.96
140.0,4,62.15,11.95,276.03,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,34.32
145.01,4,78.98,12.47,400.95,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,34.24
150.0,4,91.83,12.51,333.28,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,34.95
155.02,4,78.89,11.49,276.62,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,33.03
160.02,4,84.97,12.43,282.02,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",attack,33.36
165.0,4,49.69,13.01,180.88,NO_ACTION,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",normal,15.45
170.03,3,11.64,14.24,184.54,SCALE_DOWN,"target_instance_2,target_instance_3,target_instance_4,target_instance_1",normal,16.81
176.25,3,15.52,14.61,147.88,NO_ACTION,"target_instance_2,target_instance_3,target_instance_1",normal,17.41
