num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,3.75,15.0,1,,,,
,3.75,,,19,6.66,2.853,6
,3.75,,,12,6.675,1.798,5
,3.75,,,21,6.765,3.104,8
4,3.75,15.0,2,,,,
,3.75,,,15,7.654,1.96,2
,3.75,,,50,18.709,2.672,13
,3.75,,,78,18.803,4.148,0
,3.75,,,57,18.821,3.029,0
,3.75,,,60,18.922,3.171,8
4,3.75,15.0,3,,,,
,3.75,,,58,18.802,3.085,0
,3.75,,,77,19.062,4.04,0
,3.75,,,57,19.696,2.894,5
4,3.75,15.0,4,,,,
,3.75,,,57,20.581,2.77,9
,3.75,,,367,92.794,3.955,0
,3.75,,,349,92.896,3.757,0
,3.75,,,336,93.196,3.605,16
,3.75,,,360,94.33,3.816,0
