num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.5,10.0,1,,,,
,2.5,,,28,10.821,2.588,1
,2.5,,,27,11.113,2.43,0
,2.5,,,21,11.229,1.87,1
,2.5,,,24,11.287,2.126,0
4,2.5,10.0,2,,,,
,2.5,,,50,23.603,2.118,1
,2.5,,,42,23.707,1.772,2
,2.5,,,56,23.744,2.359,0
,2.5,,,43,24.297,1.77,1
4,2.5,10.0,1,,,,
,2.5,,,45,18.987,2.37,2
,2.5,,,46,19.066,2.413,3
,2.5,,,46,19.766,2.327,4
4,2.5,10.0,2,,,,
,2.5,,,176,73.701,2.388,1
,2.5,,,172,73.763,2.332,1
,2.5,,,189,73.878,2.558,2
,2.5,,,230,94.77,2.427,5
4,2.5,10.0,1,,,,
,2.5,,,25,8.265,3.025,2
,2.5,,,16,8.42,1.9,1
,2.5,,,33,8.499,3.883,0
,2.5,,,185,83.552,2.214,17
,2.5,,,22,8.905,2.47,0
