num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,1.0,4.0,1,,,,
,1.0,,,8,6.252,1.28,0
,1.0,,,4,6.374,0.628,0
,1.0,,,8,6.458,1.239,0
4,1.0,4.0,2,,,,
,1.0,,,31,30.585,1.014,0
,1.0,,,27,23.655,1.141,1
,1.0,,,25,23.955,1.044,0
4,1.0,4.0,1,,,,
,1.0,,,16,14.445,1.108,0
,1.0,,,19,15.159,1.253,0
,1.0,,,37,39.629,0.934,0
,1.0,,,31,39.676,0.781,20
4,1.0,4.0,2,,,,
,1.0,,,24,33.067,0.726,0
,1.0,,,60,48.827,1.229,0
,1.0,,,26,33.751,0.77,0
,1.0,,,38,34.196,1.111,0
4,1.0,4.0,1,,,,
,1.0,,,54,58.308,0.926,0
,1.0,,,45,58.516,0.769,0
,1.0,,,28,92.99,0.301,56
,1.0,,,56,58.77,0.953,0
,1.0,,,61,59.134,1.032,0
,1.0,,,107,109.842,0.974,0
