num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.75,3.0,1,,,,
,0.75,,,32,41.011,0.78,0
4,0.75,3.0,2,,,,
,0.75,,,27,28.691,0.941,1
,0.75,,,15,28.778,0.521,3
,0.75,,,23,29.406,0.782,1
,0.75,,,53,72.085,0.735,1
4,0.75,3.0,1,,,,
,0.75,,,29,43.624,0.665,1
,0.75,,,65,86.216,0.754,2
,0.75,,,17,14.168,1.2,0
,0.75,,,8,14.197,0.563,0
,0.75,,,12,14.266,0.841,0
,0.75,,,51,86.591,0.589,2
,0.75,,,14,14.714,0.951,0
4,0.75,3.0,2,,,,
,0.75,,,27,38.843,0.695,1
,0.75,,,33,39.374,0.838,0
,0.75,,,19,39.493,0.481,0
,0.75,,,28,39.623,0.707,1
4,0.75,3.0,1,,,,
,0.75,,,7,13.032,0.537,0
,0.75,,,12,13.07,0.918,0
,0.75,,,14,13.614,1.028,0
,0.75,,,16,14.941,1.071,0
