num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,21,7.836,2.68,6
4,5.0,20.0,2,,,,
,5.0,,,11,8.096,1.359,18
,5.0,,,11,8.228,1.337,20
,5.0,,,11,8.294,1.326,35
4,5.0,20.0,3,,,,
,5.0,,,0,20.221,0.0,86
,5.0,,,68,20.551,3.309,13
,5.0,,,59,20.605,2.863,19
,5.0,,,0,20.819,0.0,107
,5.0,,,91,18.97,4.797,0
,5.0,,,97,19.376,5.006,0
4,5.0,20.0,4,,,,
,5.0,,,0,20.659,0.0,81
,5.0,,,0,20.734,0.0,105
,5.0,,,141,93.755,1.504,315
,5.0,,,152,93.818,1.62,329
,5.0,,,0,93.846,0.0,425
,5.0,,,131,93.884,1.395,372
