elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.0,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,1,3.77,13.08,1.97,NO_ACTION,target_instance_1,normal,1.04
10.0,1,3.53,12.96,1.93,NO_ACTION,target_instance_1,normal,1.41
15.0,1,3.79,13.0,1.9,NO_ACTION,target_instance_1,normal,1.23
20.0,1,3.22,13.07,1.92,NO_ACTION,target_instance_1,normal,1.59
25.0,1,14.5,11.72,36.84,NO_ACTION,target_instance_1,attack,2.57
30.0,1,10.2,13.1,32.2,NO_ACTION,target_instance_1,attack,2.35
35.0,1,18.04,13.09,28.56,NO_ACTION,target_instance_1,attack,2.87
40.0,1,16.84,13.12,25.73,NO_ACTION,target_instance_1,attack,2.23
45.0,1,12.83,13.13,26.04,NO_ACTION,target_instance_1,attack,2.15
50.0,1,10.81,13.13,27.57,NO_ACTION,target_instance_1,attack,1.98
55.0,1,17.89,13.07,29.94,NO_ACTION,target_instance_1,attack,2.26
60.0,1,11.59,13.08,28.24,NO_ACTION,target_instance_1,attack,2.36
65.0,1,10.78,13.08,23.77,NO_ACTION,target_instance_1,attack,1.78
70.0,1,9.35,13.05,28.66,NO_ACTION,target_instance_1,attack,1.76
75.0,1,15.09,13.15,27.95,NO_ACTION,target_instance_1,attack,2.84
80.0,1,10.92,13.08,24.15,NO_ACTION,target_instance_1,attack,2.43
85.0,1,12.4,13.06,30.83,NO_ACTION,target_instance_1,attack,2.57
90.0,1,13.85,13.11,25.78,NO_ACTION,target_instance_1,attack,2.23
95.0,1,23.26,12.49,33.98,NO_ACTION,target_instance_1,attack,3.13
100.0,1,13.59,13.14,28.31,NO_ACTION,target_instance_1,attack,2.36
105.0,1,11.91,13.14,28.67,NO_ACTION,target_instance_1,attack,2.19
110.0,1,22.91,11.14,27.95,NO_ACTION,target_instance_1,attack,2.72
115.0,1,10.25,11.13,22.93,NO_ACTION,target_instance_1,attack,1.65
120.0,1,5.42,11.16,25.39,NO_ACTION,target_instance_1,attack,1.71
125.0,1,9.22,11.14,27.63,NO_ACTION,target_instance_1,attack,2.23
130.0,1,9.76,11.25,27.33,NO_ACTION,target_instance_1,attack,2.39
135.0,1,18.09,11.1,30.51,NO_ACTION,target_instance_1,attack,2.49
140.0,1,11.98,11.14,27.6,NO_ACTION,target_instance_1,attack,2.21
145.0,1,12.46,11.12,30.32,NO_ACTION,target_instance_1,attack,2.23
150.0,1,13.82,13.13,30.48,NO_ACTION,target_instance_1,attack,2.86
155.0,1,8.54,13.12,26.06,NO_ACTION,target_instance_1,attack,1.78
160.0,1,12.44,13.13,25.73,NO_ACTION,target_instance_1,attack,2.32
165.0,1,6.02,13.06,1.88,NO_ACTION,target_instance_1,normal,1.5
170.0,1,3.3,13.09,1.84,NO_ACTION,target_instance_1,normal,1.12
175.0,1,3.2,13.12,1.87,NO_ACTION,target_instance_1,normal,1.38
