num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.75,3.0,2,,,,
,0.75,,,4,7.955,0.503,0
,0.75,,,8,7.947,1.007,0
4,0.75,3.0,3,,,,
,0.75,,,74,104.002,0.712,0
4,0.75,3.0,4,,,,
,0.75,,,13,22.774,0.571,0
,0.75,,,19,22.861,0.831,0
,0.75,,,19,22.928,0.829,0
,0.75,,,0,128.306,0.0,105
4,0.75,3.0,3,,,,
,0.75,,,0,24.393,0.0,19
,0.75,,,37,137.752,0.269,71
,0.75,,,94,132.119,0.711,0
,0.75,,,2,3.338,0.599,0
,0.75,,,0,3.39,0.0,4
,0.75,,,0,4.463,0.0,4
,0.75,,,0,134.046,0.0,85
,0.75,,,2,5.038,0.397,0
,0.75,,,97,144.826,0.67,20
