num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.5,10.0,1,,,,
,2.5,,,104,40.823,2.548,0
,2.5,,,96,40.941,2.345,0
,2.5,,,97,41.209,2.354,0
,2.5,,,109,41.24,2.643,0
4,2.5,10.0,2,,,,
,2.5,,,52,23.851,2.18,0
,2.5,,,61,23.908,2.551,1
,2.5,,,64,24.581,2.604,0
4,2.5,10.0,1,,,,
,2.5,,,42,18.974,2.214,0
,2.5,,,44,19.007,2.315,0
,2.5,,,40,19.415,2.06,0
,2.5,,,119,44.637,2.666,0
4,2.5,10.0,2,,,,
,2.5,,,132,53.549,2.465,0
,2.5,,,143,53.614,2.667,0
,2.5,,,109,53.642,2.032,2
,2.5,,,138,53.725,2.569,0
,2.5,,,187,73.828,2.533,2
4,2.5,10.0,1,,,,
,2.5,,,1,0.17,5.886,0
,2.5,,,1,0.168,5.944,0
,2.5,,,1,0.905,1.105,0
,2.5,,,1,1.164,0.859,0
