num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,7.5,30.0,1,,,,
,7.5,,,31,6.912,4.485,11
4,7.5,30.0,2,,,,
,7.5,,,16,7.547,2.12,16
,7.5,,,18,7.634,2.358,18
,7.5,,,20,7.737,2.585,19
,7.5,,,84,20.006,4.199,62
4,7.5,30.0,3,,,,
,7.5,,,29,20.422,1.42,133
,7.5,,,68,20.439,3.327,72
,7.5,,,26,20.698,1.256,106
,7.5,,,135,19.055,7.085,0
4,7.5,30.0,4,,,,
,7.5,,,74,20.362,3.634,73
,7.5,,,0,20.775,0.0,141
,7.5,,,73,20.778,3.513,66
,7.5,,,560,92.802,6.034,93
,7.5,,,558,92.853,6.009,109
,7.5,,,629,92.853,6.774,7
,7.5,,,457,93.948,4.864,172
