num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.5,10.0,1,,,,
,2.5,,,12,7.144,1.68,0
,2.5,,,15,7.558,1.985,0
,2.5,,,20,7.664,2.61,0
4,2.5,10.0,2,,,,
,2.5,,,20,7.973,2.508,0
,2.5,,,46,18.385,2.502,0
,2.5,,,56,18.612,3.009,0
,2.5,,,55,18.858,2.917,0
,2.5,,,43,19.257,2.233,0
4,2.5,10.0,3,,,,
,2.5,,,53,18.808,2.818,0
,2.5,,,48,18.947,2.533,0
,2.5,,,52,19.613,2.651,0
,2.5,,,52,19.871,2.617,0
4,2.5,10.0,4,,,,
,2.5,,,233,91.804,2.538,0
,2.5,,,283,92.051,3.074,0
,2.5,,,222,92.038,2.412,0
,2.5,,,236,92.431,2.553,0
