num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.25,1.0,1,,,,
,0.25,,,6,17.748,0.338,0
4,0.25,1.0,2,,,,
,0.25,,,7,23.558,0.297,0
,0.25,,,8,42.096,0.19,0
4,0.25,1.0,1,,,,
,0.25,,,2,15.139,0.132,0
,0.25,,,20,57.439,0.348,0
4,0.25,1.0,2,,,,
,0.25,,,10,44.018,0.227,0
,0.25,,,10,28.26,0.354,0
,0.25,,,10,28.503,0.351,0
4,0.25,1.0,1,,,,
,0.25,,,30,84.863,0.354,0
4,0.25,1.0,2,,,,
,0.25,,,17,98.368,0.173,0
,0.25,,,11,53.546,0.205,0
,0.25,,,17,53.608,0.317,0
,0.25,,,8,54.126,0.148,0
,0.25,,,2,13.896,0.144,0
,0.25,,,35,142.299,0.246,0
,0.25,,,5,14.695,0.34,0
,0.25,,,5,14.819,0.337,0
,0.25,,,16,56.737,0.282,0
,0.25,,,13,87.183,0.149,19
,0.25,,,4,19.089,0.21,0
,0.25,,,6,129.93,0.046,27
,0.25,,,38,130.151,0.292,0
,0.25,,,5,131.461,0.038,29
,0.25,,,27,91.659,0.295,0
