num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.25,1.0,1,,,,
4,0.25,1.0,2,,,,
,0.25,,,15,43.426,0.345,0
4,0.25,1.0,3,,,,
,0.25,,,15,67.552,0.222,0
,0.25,,,8,32.437,0.247,1
,0.25,,,25,76.485,0.327,0
4,0.25,1.0,2,,,,
,0.25,,,9,23.919,0.376,1
,0.25,,,13,57.43,0.226,0
4,0.25,1.0,1,,,,
,0.25,,,31,126.655,0.245,0
,0.25,,,34,126.926,0.268,0
,0.25,,,17,83.189,0.204,0
,0.25,,,8,50.585,0.158,6
,0.25,,,8,50.634,0.158,0
4,0.25,1.0,2,,,,
,0.25,,,7,12.528,0.559,0
,0.25,,,12,38.485,0.312,0
,0.25,,,25,132.012,0.189,7
,0.25,,,5,12.758,0.392,0
,0.25,,,26,97.344,0.267,0
,0.25,,,12,39.506,0.304,0
,0.25,,,10,39.596,0.253,0
,0.25,,,15,64.934,0.231,0
,0.25,,,2,14.503,0.138,0
,0.25,,,24,133.967,0.179,7
,0.25,,,30,134.314,0.223,0
,0.25,,,8,41.834,0.191,0
,0.25,,,2,16.724,0.12,0
