num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.75,3.0,2,,,,
,0.75,,,3,6.7,0.448,0
,0.75,,,9,7.047,1.277,0
,0.75,,,8,7.03,1.138,0
4,0.75,3.0,3,,,,
,0.75,,,25,33.558,0.745,0
,0.75,,,22,33.836,0.65,0
,0.75,,,28,33.984,0.824,0
,0.75,,,32,34.721,0.922,0
4,0.75,3.0,4,,,,
,0.75,,,24,38.552,0.623,0
,0.75,,,75,81.92,0.916,0
4,0.75,3.0,3,,,,
,0.75,,,34,53.983,0.63,0
,0.75,,,9,14.801,0.608,0
,0.75,,,32,53.99,0.593,14
,0.75,,,46,54.265,0.848,0
4,0.75,3.0,4,,,,
,0.75,,,42,58.15,0.722,0
,0.75,,,32,42.768,0.748,0
,0.75,,,45,58.644,0.767,0
,0.75,,,35,43.888,0.797,0
,0.75,,,40,59.817,0.669,0
,0.75,,,33,44.917,0.735,0
,0.75,,,28,45.262,0.619,0
