num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,3.75,15.0,1,,,,
,3.75,,,26,6.716,3.871,4
,3.75,,,17,6.776,2.509,1
,3.75,,,24,6.979,3.439,2
,3.75,,,27,7.017,3.848,0
4,3.75,15.0,2,,,,
,3.75,,,110,33.799,3.255,0
,3.75,,,121,33.816,3.578,0
,3.75,,,139,34.048,4.082,0
,3.75,,,106,34.59,3.064,1
4,3.75,15.0,3,,,,
,3.75,,,166,43.739,3.795,4
,3.75,,,156,43.829,3.559,1
,3.75,,,186,43.895,4.237,0
,3.75,,,152,43.913,3.461,4
4,3.75,15.0,2,,,,
,3.75,,,56,13.824,4.051,0
,3.75,,,62,13.898,4.461,0
,3.75,,,46,14.406,3.193,4
,3.75,,,62,14.582,4.252,2
4,3.75,15.0,3,,,,
,3.75,,,140,37.937,3.69,3
,3.75,,,157,38.019,4.129,0
,3.75,,,150,38.16,3.931,3
,3.75,,,118,38.396,3.073,0
