num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,3.75,15.0,1,,,,
,3.75,,,16,6.332,2.527,4
,3.75,,,19,6.687,2.841,5
,3.75,,,18,6.903,2.607,6
4,3.75,15.0,2,,,,
,3.75,,,14,7.779,1.8,5
,3.75,,,65,18.848,3.449,23
,3.75,,,47,19.006,2.473,9
,3.75,,,53,19.321,2.743,21
,3.75,,,58,19.519,2.971,5
4,3.75,15.0,3,,,,
,3.75,,,57,19.036,2.994,8
,3.75,,,93,19.061,4.879,0
,3.75,,,61,19.542,3.121,10
,3.75,,,64,19.803,3.232,0
4,3.75,15.0,4,,,,
,3.75,,,339,92.756,3.655,0
,3.75,,,342,92.837,3.684,0
,3.75,,,343,92.851,3.694,0
,3.75,,,335,93.191,3.595,18
