num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.5,2.0,1,,,,
,0.5,,,9,12.687,0.709,0
4,0.5,2.0,2,,,,
,0.5,,,16,42.635,0.375,0
,0.5,,,34,55.891,0.608,0
,0.5,,,28,43.315,0.646,0
,0.5,,,26,56.814,0.458,0
4,0.5,2.0,1,,,,
,0.5,,,24,63.261,0.379,11
,0.5,,,10,20.03,0.499,0
,0.5,,,14,20.273,0.691,0
4,0.5,2.0,2,,,,
4,0.5,2.0,1,,,,
,0.5,,,52,63.67,0.817,0
,0.5,,,33,84.498,0.391,0
,0.5,,,8,19.759,0.405,0
,0.5,,,24,64.696,0.371,8
,0.5,,,8,20.797,0.385,0
,0.5,,,16,129.871,0.123,42
,0.5,,,45,86.373,0.521,0
,0.5,,,30,66.256,0.453,0
,0.5,,,30,67.005,0.448,8
,0.5,,,10,22.932,0.436,0
,0.5,,,53,145.326,0.365,0
,0.5,,,8,24.299,0.329,0
