num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.25,1.0,1,,,,
,0.25,,,13,32.232,0.403,0
,0.25,,,10,32.577,0.307,0
4,0.25,1.0,2,,,,
,0.25,,,5,23.16,0.216,0
,0.25,,,7,23.51,0.298,0
,0.25,,,9,23.527,0.383,0
,0.25,,,22,56.367,0.39,0
4,0.25,1.0,1,,,,
,0.25,,,31,140.306,0.221,0
,0.25,,,26,83.538,0.311,0
,0.25,,,22,86.566,0.254,0
,0.25,,,21,87.418,0.24,0
,0.25,,,17,88.907,0.191,0
,0.25,,,5,117.311,0.043,22
