num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,7.5,30.0,1,,,,
4,7.5,30.0,2,,,,
,7.5,,,18,7.615,2.364,18
,7.5,,,20,7.811,2.56,26
,7.5,,,22,7.85,2.803,32
,7.5,,,15,7.853,1.91,33
4,7.5,30.0,3,,,,
,7.5,,,40,20.322,1.968,75
,7.5,,,53,20.457,2.591,91
,7.5,,,64,20.523,3.118,51
,7.5,,,81,20.544,3.943,55
,7.5,,,122,18.533,6.583,0
,7.5,,,53,18.657,2.841,72
,7.5,,,69,19.471,3.544,76
,7.5,,,67,19.64,3.411,68
4,7.5,30.0,4,,,,
,7.5,,,601,92.905,6.469,26
,7.5,,,520,92.951,5.594,144
,7.5,,,623,92.953,6.702,30
,7.5,,,484,94.693,5.111,157
