num_clients,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,50.0,200.0,1,,,,
,50.0,,,8803,180.089,48.881,19
,50.0,,,8959,180.108,49.742,15
,50.0,,,8989,180.111,49.908,14
,50.0,,,8804,180.119,48.879,22
