num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
4,5.0,20.0,2,,,,
,5.0,,,19,8.252,2.302,25
,5.0,,,12,8.26,1.453,16
,5.0,,,21,8.32,2.524,24
,5.0,,,12,8.331,1.44,20
4,5.0,20.0,3,,,,
,5.0,,,22,22.191,0.991,87
,5.0,,,0,22.562,0.0,130
,5.0,,,0,22.589,0.0,101
,5.0,,,31,22.642,1.369,83
,5.0,,,25,18.293,1.367,55
,5.0,,,105,18.412,5.703,0
4,5.0,20.0,4,,,,
,5.0,,,0,19.562,0.0,92
,5.0,,,0,19.623,0.0,103
,5.0,,,448,91.724,4.884,0
,5.0,,,397,91.753,4.327,0
,5.0,,,479,91.816,5.217,0
,5.0,,,0,93.69,0.0,428
