num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,23,6.622,3.474,6
,5.0,,,12,6.986,1.718,11
4,5.0,20.0,2,,,,
,5.0,,,25,7.356,3.399,13
,5.0,,,22,7.765,2.833,9
,5.0,,,84,18.883,4.448,0
,5.0,,,108,19.108,5.652,0
,5.0,,,71,19.131,3.711,16
,5.0,,,65,19.681,3.303,17
4,5.0,20.0,3,,,,
,5.0,,,77,18.73,4.111,0
,5.0,,,98,18.821,5.207,0
,5.0,,,74,19.612,3.773,19
4,5.0,20.0,4,,,,
,5.0,,,81,20.4,3.971,15
,5.0,,,452,92.914,4.865,0
,5.0,,,445,92.987,4.786,28
,5.0,,,485,92.996,5.215,0
,5.0,,,479,93.062,5.147,0
