num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.5,2.0,1,,,,
,0.5,,,16,47.692,0.335,0
4,0.5,2.0,2,,,,
,0.5,,,14,28.267,0.495,0
,0.5,,,17,28.569,0.595,0
,0.5,,,41,76.505,0.536,0
4,0.5,2.0,1,,,,
,0.5,,,21,44.548,0.471,0
,0.5,,,60,92.456,0.649,0
4,0.5,2.0,2,,,,
,0.5,,,15,38.897,0.386,0
,0.5,,,15,39.135,0.383,0
,0.5,,,13,23.692,0.549,0
4,0.5,2.0,1,,,,
,0.5,,,23,43.954,0.523,0
,0.5,,,13,19.911,0.653,0
,0.5,,,10,19.926,0.502,0
,0.5,,,13,20.4,0.637,0
,0.5,,,29,60.5,0.479,0
,0.5,,,42,89.804,0.468,0
,0.5,,,35,60.845,0.575,0
4,0.5,2.0,2,,,,
,0.5,,,16,47.21,0.339,9
,0.5,,,8,23.332,0.343,0
,0.5,,,1,2.243,0.446,0
,0.5,,,3,2.312,1.298,0
,0.5,,,59,140.505,0.42,0
,0.5,,,20,47.82,0.418,0
,0.5,,,2,3.393,0.59,0
,0.5,,,5,3.937,1.27,0
