num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.5,10.0,1,,,,
,2.5,,,24,10.843,2.213,1
,2.5,,,28,10.851,2.581,0
,2.5,,,32,11.058,2.894,0
,2.5,,,38,11.058,3.436,0
4,2.5,10.0,2,,,,
,2.5,,,80,28.669,2.79,3
,2.5,,,74,28.758,2.573,4
,2.5,,,63,28.77,2.19,0
,2.5,,,71,29.174,2.434,0
4,2.5,10.0,1,,,,
,2.5,,,57,19.268,2.958,0
,2.5,,,24,19.37,1.239,2
,2.5,,,44,19.453,2.262,1
,2.5,,,48,19.673,2.44,0
4,2.5,10.0,2,,,,
,2.5,,,63,28.562,2.206,2
,2.5,,,68,29.242,2.325,0
,2.5,,,65,29.26,2.221,0
,2.5,,,79,29.813,2.65,0
4,2.5,10.0,1,,,,
,2.5,,,36,13.869,2.596,1
,2.5,,,29,13.905,2.086,0
,2.5,,,38,14.014,2.711,0
,2.5,,,34,14.216,2.392,0
4,2.5,10.0,2,,,,
,2.5,,,87,32.946,2.641,0
,2.5,,,91,32.961,2.761,0
,2.5,,,83,33.16,2.503,0
,2.5,,,81,33.181,2.441,0
