num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,3.75,15.0,1,,,,
,3.75,,,26,6.372,4.08,5
,3.75,,,18,6.5,2.769,0
,3.75,,,19,6.71,2.831,5
,3.75,,,19,6.811,2.79,3
4,3.75,15.0,2,,,,
,3.75,,,60,19.008,3.157,0
,3.75,,,70,19.234,3.639,0
,3.75,,,65,19.69,3.301,14
,3.75,,,53,19.774,2.68,10
4,3.75,15.0,3,,,,
,3.75,,,141,38.46,3.666,0
,3.75,,,131,38.711,3.384,0
,3.75,,,145,39.216,3.697,8
,3.75,,,121,39.375,3.073,11
4,3.75,15.0,4,,,,
,3.75,,,273,72.846,3.748,0
,3.75,,,267,73.0,3.658,0
,3.75,,,266,73.024,3.643,9
,3.75,,,261,73.032,3.574,0
