num_clients,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,50.0,200.0,1,,,,
,50.0,,,8615,180.279,47.787,5
,50.0,,,8649,180.292,47.972,6
,50.0,,,8900,180.28,49.368,10
,50.0,,,8742,180.291,48.488,7
