num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,7.5,30.0,1,,,,
4,7.5,30.0,2,,,,
,7.5,,,33,7.533,4.381,22
,7.5,,,29,7.695,3.769,21
,7.5,,,31,7.727,4.012,24
,7.5,,,36,7.781,4.627,11
,7.5,,,159,18.671,8.516,2
,7.5,,,126,18.852,6.684,1
4,7.5,30.0,3,,,,
,7.5,,,117,20.005,5.849,35
,7.5,,,108,20.581,5.248,34
,7.5,,,179,23.792,7.524,0
,7.5,,,174,23.82,7.305,0
,7.5,,,138,24.591,5.612,31
4,7.5,30.0,4,,,,
,7.5,,,165,25.47,6.478,36
,7.5,,,628,87.914,7.143,0
,7.5,,,647,87.935,7.358,0
,7.5,,,622,87.996,7.069,0
,7.5,,,576,88.335,6.521,48
