num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,1.0,4.0,1,,,,
,1.0,,,10,7.131,1.402,0
,1.0,,,4,7.382,0.542,0
4,1.0,4.0,2,,,,
,1.0,,,13,18.629,0.698,0
,1.0,,,13,19.407,0.67,0
,1.0,,,37,27.93,1.325,0
,1.0,,,16,19.692,0.812,0
4,1.0,4.0,3,,,,
,1.0,,,75,62.713,1.196,0
,1.0,,,54,62.991,0.857,2
,1.0,,,63,63.14,0.998,0
,1.0,,,82,83.544,0.982,0
4,1.0,4.0,2,,,,
,1.0,,,35,38.722,0.904,1
,1.0,,,126,131.067,0.961,0
,1.0,,,35,38.858,0.901,0
,1.0,,,42,39.435,1.065,0
4,1.0,4.0,1,,,,
,1.0,,,37,47.803,0.774,12
,1.0,,,6,8.211,0.731,0
,1.0,,,8,8.528,0.938,0
,1.0,,,93,112.249,0.829,8
,1.0,,,11,8.944,1.23,0
,1.0,,,12,9.668,1.241,0
