num_clients,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
,10.0,,,1764,180.041,9.798,2
,10.0,,,1667,180.062,9.258,4
,10.0,,,1770,180.106,9.828,3
,10.0,,,1827,180.122,10.143,3
