num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,3.75,15.0,1,,,,
,3.75,,,14,6.872,2.037,3
4,3.75,15.0,2,,,,
,3.75,,,23,7.205,3.192,9
,3.75,,,15,7.219,2.078,4
,3.75,,,23,7.695,2.989,7
,3.75,,,73,18.81,3.881,0
,3.75,,,76,18.917,4.018,0
,3.75,,,49,19.533,2.509,11
4,3.75,15.0,3,,,,
,3.75,,,66,20.468,3.224,20
,3.75,,,104,28.718,3.621,0
,3.75,,,112,28.964,3.867,0
,3.75,,,99,29.966,3.304,14
4,3.75,15.0,4,,,,
,3.75,,,91,30.512,2.982,10
,3.75,,,317,82.897,3.824,0
,3.75,,,310,82.979,3.736,0
,3.75,,,278,83.098,3.345,0
,3.75,,,280,83.703,3.345,15
