num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.5,10.0,1,,,,
,2.5,,,38,15.792,2.406,1
,2.5,,,38,15.911,2.388,0
,2.5,,,41,15.949,2.571,0
,2.5,,,42,16.788,2.502,0
4,2.5,10.0,2,,,,
,2.5,,,60,28.72,2.089,2
,2.5,,,84,28.82,2.915,0
,2.5,,,56,28.941,1.935,1
,2.5,,,94,29.01,3.24,0
4,2.5,10.0,1,,,,
,2.5,,,57,18.892,3.017,0
,2.5,,,40,18.913,2.115,2
,2.5,,,51,19.39,2.63,0
,2.5,,,54,19.402,2.783,0
4,2.5,10.0,2,,,,
,2.5,,,64,23.654,2.706,0
,2.5,,,57,24.107,2.364,2
,2.5,,,58,24.449,2.372,0
,2.5,,,59,24.807,2.378,1
4,2.5,10.0,1,,,,
,2.5,,,52,23.889,2.177,1
,2.5,,,64,24.016,2.665,0
,2.5,,,55,24.207,2.272,0
,2.5,,,68,24.599,2.764,0
4,2.5,10.0,2,,,,
,2.5,,,52,22.984,2.262,0
,2.5,,,53,22.987,2.306,0
,2.5,,,61,23.236,2.625,0
,2.5,,,50,23.932,2.089,0
