num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.5,10.0,1,,,,
,2.5,,,9,6.002,1.499,3
,2.5,,,12,6.11,1.964,1
,2.5,,,22,6.577,3.345,1
,2.5,,,10,6.792,1.472,4
4,2.5,10.0,2,,,,
,2.5,,,55,23.728,2.318,8
,2.5,,,58,23.831,2.434,0
,2.5,,,57,23.989,2.376,3
4,2.5,10.0,3,,,,
,2.5,,,164,58.763,2.791,0
,2.5,,,89,34.029,2.615,0
,2.5,,,84,34.162,2.459,4
,2.5,,,99,34.322,2.884,8
,2.5,,,73,34.506,2.116,0
4,2.5,10.0,4,,,,
,2.5,,,121,48.693,2.485,5
,2.5,,,118,48.755,2.42,0
,2.5,,,112,48.792,2.295,0
,2.5,,,134,49.242,2.721,3
4,2.5,10.0,3,,,,
,2.5,,,47,23.013,2.042,0
,2.5,,,64,23.244,2.753,0
,2.5,,,43,23.626,1.82,2
,2.5,,,53,23.911,2.217,2
