num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,7.5,30.0,1,,,,
,7.5,,,45,6.669,6.748,5
4,7.5,30.0,2,,,,
,7.5,,,32,7.441,4.3,4
,7.5,,,43,7.506,5.729,3
,7.5,,,28,7.857,3.564,3
,7.5,,,118,18.726,6.301,0
,7.5,,,147,18.944,7.76,9
,7.5,,,127,19.0,6.684,0
,7.5,,,139,19.424,7.156,10
4,7.5,30.0,3,,,,
,7.5,,,539,73.849,7.299,0
,7.5,,,512,73.876,6.931,0
4,7.5,30.0,4,,,,
,7.5,,,529,74.992,7.054,38
,7.5,,,523,75.63,6.915,34
,7.5,,,278,37.85,7.345,1
,7.5,,,283,37.854,7.476,0
,7.5,,,255,37.929,6.723,0
,7.5,,,261,38.103,6.85,0
