num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.5,10.0,1,,,,
,2.5,,,7,6.703,1.044,0
,2.5,,,17,7.096,2.396,0
,2.5,,,18,7.328,2.456,0
4,2.5,10.0,2,,,,
,2.5,,,79,27.152,2.91,0
,2.5,,,47,19.181,2.45,0
,2.5,,,55,19.187,2.866,0
,2.5,,,49,19.408,2.525,0
,2.5,,,52,19.474,2.67,0
4,2.5,10.0,3,,,,
,2.5,,,52,18.754,2.773,0
,2.5,,,54,18.926,2.853,0
,2.5,,,44,19.034,2.312,0
,2.5,,,47,19.087,2.462,0
4,2.5,10.0,4,,,,
,2.5,,,203,91.758,2.212,0
,2.5,,,236,91.891,2.568,0
,2.5,,,239,92.135,2.594,0
,2.5,,,267,92.86,2.875,0
