num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.75,3.0,1,,,,
,0.75,,,4,10.9,0.367,0
,0.75,,,7,12.093,0.579,0
4,0.75,3.0,2,,,,
,0.75,,,32,41.118,0.778,1
,0.75,,,27,41.216,0.655,0
,0.75,,,18,29.103,0.618,2
,0.75,,,27,29.361,0.92,0
4,0.75,3.0,1,,,,
,0.75,,,10,14.238,0.702,0
,0.75,,,30,44.385,0.676,1
,0.75,,,8,14.585,0.549,1
,0.75,,,26,44.746,0.581,0
,0.75,,,13,14.877,0.874,0
4,0.75,3.0,2,,,,
,0.75,,,32,44.2,0.724,0
,0.75,,,21,29.178,0.72,0
,0.75,,,16,29.577,0.541,2
4,0.75,3.0,1,,,,
,0.75,,,39,48.747,0.8,0
,0.75,,,8,19.002,0.421,0
,0.75,,,18,19.974,0.901,1
4,0.75,3.0,2,,,,
,0.75,,,13,32.856,0.396,0
,0.75,,,64,83.051,0.771,1
,0.75,,,19,33.394,0.569,0
,0.75,,,47,54.01,0.87,2
,0.75,,,25,34.429,0.726,0
,0.75,,,33,54.569,0.605,0
,0.75,,,21,34.497,0.609,0
