elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.02,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,1,47.59,23.65,33.53,NO_ACTION,target_instance_1,normal
10.01,1,42.16,23.53,34.13,NO_ACTION,target_instance_1,normal
15.0,1,53.61,23.7,35.65,NO_ACTION,target_instance_1,normal
20.0,1,41.88,23.98,34.02,NO_ACTION,target_instance_1,normal
25.0,2,78.97,27.08,230.99,SCALE_UP,target_instance_1,attack
30.01,2,94.27,27.14,156.56,NO_ACTION,target_instance_1,attack
35.0,2,25.84,24.22,172.45,NO_ACTION,"target_instance_2,target_instance_1",attack
40.0,2,41.02,24.26,110.24,NO_ACTION,"target_instance_2,target_instance_1",attack
45.0,2,42.36,24.28,99.79,NO_ACTION,"target_instance_2,target_instance_1",attack
50.0,1,24.03,23.14,95.03,SCALE_DOWN,"target_instance_2,target_instance_1",attack
57.07,1,58.76,27.17,115.43,NO_ACTION,target_instance_1,attack
60.01,1,92.59,27.32,176.38,NO_ACTION,target_instance_1,attack
65.0,1,107.76,27.32,112.91,NO_ACTION,target_instance_1,attack
70.0,2,72.13,27.28,90.97,SCALE_UP,target_instance_1,attack
75.0,2,75.78,27.21,166.1,NO_ACTION,target_instance_1,attack
80.0,2,33.5,24.55,92.02,NO_ACTION,"target_instance_3,target_instance_1",attack
85.0,2,62.4,24.53,111.38,NO_ACTION,"target_instance_3,target_instance_1",attack
90.0,2,35.66,24.19,81.61,NO_ACTION,"target_instance_3,target_instance_1",attack
95.0,2,31.67,24.21,145.18,NO_ACTION,"target_instance_3,target_instance_1",attack
100.0,2,37.33,23.44,115.1,NO_ACTION,"target_instance_3,target_instance_1",attack
105.0,2,36.96,24.48,97.82,NO_ACTION,"target_instance_3,target_instance_1",attack
110.0,2,39.52,25.44,95.42,NO_ACTION,"target_instance_3,target_instance_1",attack
115.0,2,34.1,24.24,109.43,NO_ACTION,"target_instance_3,target_instance_1",attack
120.0,2,42.67,24.37,105.63,NO_ACTION,"target_instance_3,target_instance_1",attack
125.0,2,32.09,24.37,111.35,NO_ACTION,"target_instance_3,target_instance_1",attack
130.0,2,27.59,23.4,98.34,NO_ACTION,"target_instance_3,target_instance_1",attack
135.0,2,30.5,24.27,93.99,NO_ACTION,"target_instance_3,target_instance_1",attack
140.0,2,38.29,24.4,94.68,NO_ACTION,"target_instance_3,target_instance_1",attack
145.0,2,39.33,25.21,114.07,NO_ACTION,"target_instance_3,target_instance_1",attack
150.0,2,34.49,24.28,86.89,NO_ACTION,"target_instance_3,target_instance_1",attack
155.0,2,44.27,24.77,106.83,NO_ACTION,"target_instance_3,target_instance_1",attack
160.0,2,33.19,24.4,101.15,NO_ACTION,"target_instance_3,target_instance_1",attack
165.0,2,26.61,24.28,33.56,NO_ACTION,"target_instance_3,target_instance_1",normal
170.0,1,12.84,23.19,34.43,SCALE_DOWN,"target_instance_3,target_instance_1",normal
175.66,1,44.96,26.98,34.52,NO_ACTION,target_instance_1,normal
