num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,7.5,30.0,1,,,,
4,7.5,30.0,2,,,,
,7.5,,,32,7.484,4.276,12
,7.5,,,25,7.871,3.176,16
,7.5,,,25,7.876,3.174,23
,7.5,,,21,7.881,2.665,18
4,7.5,30.0,3,,,,
,7.5,,,125,20.25,6.173,14
,7.5,,,101,20.384,4.955,48
,7.5,,,93,20.581,4.519,56
,7.5,,,110,20.684,5.318,26
,7.5,,,157,18.754,8.372,0
,7.5,,,135,18.799,7.181,2
4,7.5,30.0,4,,,,
,7.5,,,91,20.4,4.461,46
,7.5,,,84,20.457,4.106,53
,7.5,,,648,92.685,6.991,0
,7.5,,,655,92.795,7.059,0
,7.5,,,657,92.915,7.071,0
,7.5,,,600,93.304,6.431,81
