num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,2,11.219,0.178,82
,10.0,,,2,11.455,0.175,73
,10.0,,,2,11.492,0.174,85
,10.0,,,3,11.519,0.26,76
4,10.0,40.0,3,,,,
,10.0,,,0,26.413,0.0,182
,10.0,,,2,26.513,0.075,193
,10.0,,,3,26.517,0.113,183
,10.0,,,0,26.576,0.0,202
4,10.0,40.0,4,,,,
,10.0,,,4,31.242,0.128,192
,10.0,,,0,31.253,0.0,183
,10.0,,,0,31.252,0.0,197
,10.0,,,0,31.296,0.0,196
,10.0,,,4,119.977,0.033,916
,10.0,,,0,120.597,0.0,860
,10.0,,,0,120.963,0.0,926
,10.0,,,0,122.072,0.0,935
