num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,18,9.45,1.905,50
,10.0,,,11,9.453,1.164,63
,10.0,,,8,9.598,0.834,52
,10.0,,,14,9.663,1.449,52
4,10.0,40.0,3,,,,
,10.0,,,15,26.183,0.573,181
,10.0,,,0,26.282,0.0,180
,10.0,,,0,26.332,0.0,213
,10.0,,,20,26.366,0.759,180
4,10.0,40.0,4,,,,
,10.0,,,0,25.095,0.0,155
,10.0,,,0,25.189,0.0,181
,10.0,,,56,25.195,2.223,125
,10.0,,,0,25.213,0.0,169
,10.0,,,34,114.844,0.296,813
,10.0,,,0,116.57,0.0,897
,10.0,,,0,116.857,0.0,931
,10.0,,,0,116.858,0.0,892
