num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,1,10.103,0.099,68
,10.0,,,3,10.214,0.294,62
,10.0,,,1,10.346,0.097,60
,10.0,,,3,10.386,0.289,76
4,10.0,40.0,3,,,,
,10.0,,,0,24.585,0.0,179
,10.0,,,1,24.851,0.04,172
,10.0,,,0,24.867,0.0,194
,10.0,,,4,24.885,0.161,171
4,10.0,40.0,4,,,,
,10.0,,,0,28.592,0.0,182
,10.0,,,0,28.741,0.0,181
,10.0,,,2,28.752,0.07,192
,10.0,,,0,28.753,0.0,210
,10.0,,,0,118.786,0.0,853
,10.0,,,2,118.791,0.017,985
,10.0,,,0,120.757,0.0,969
,10.0,,,0,120.797,0.0,857
