num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,7,9.525,0.735,53
,10.0,,,13,9.57,1.358,53
,10.0,,,10,9.574,1.045,47
,10.0,,,13,9.587,1.356,54
4,10.0,40.0,3,,,,
,10.0,,,12,24.603,0.488,162
,10.0,,,0,24.697,0.0,186
,10.0,,,18,24.753,0.727,179
,10.0,,,0,24.813,0.0,190
4,10.0,40.0,4,,,,
,10.0,,,19,26.917,0.706,176
,10.0,,,0,27.101,0.0,156
,10.0,,,0,27.146,0.0,198
,10.0,,,0,27.149,0.0,180
,10.0,,,16,117.083,0.137,871
,10.0,,,0,117.748,0.0,872
,10.0,,,0,118.879,0.0,898
,10.0,,,0,119.032,0.0,960
