elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.02,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,1,8.75,22.15,17.98,NO_ACTION,target_instance_1,normal
10.0,1,7.82,22.38,16.05,NO_ACTION,target_instance_1,normal
15.0,1,7.87,22.25,16.17,NO_ACTION,target_instance_1,normal
20.0,1,8.63,22.27,14.8,NO_ACTION,target_instance_1,normal
25.0,2,209.85,35.69,1067.09,SCALE_UP,target_instance_1,attack
30.0,2,205.98,37.28,0.0,NO_ACTION,target_instance_1,attack
35.0,2,102.01,23.25,0.0,NO_ACTION,"target_instance_1,target_instance_2",attack
40.0,2,19.13,19.42,0.0,NO_ACTION,"target_instance_1,target_instance_2",attack
45.0,2,28.46,21.56,0.0,NO_ACTION,"target_instance_1,target_instance_2",attack
50.0,1,24.02,23.73,0.0,SCALE_DOWN,"target_instance_1,target_instance_2",attack
57.01,1,64.83,28.17,0.0,NO_ACTION,target_instance_1,attack
60.0,1,80.92,28.17,0.0,NO_ACTION,target_instance_1,attack
65.0,1,69.89,28.12,0.0,NO_ACTION,target_instance_1,attack
70.0,1,33.79,28.21,0.0,NO_ACTION,target_instance_1,attack
75.0,2,105.88,28.26,0.0,SCALE_UP,target_instance_1,attack
80.0,2,92.2,28.32,0.0,NO_ACTION,target_instance_1,attack
85.0,2,12.41,21.79,0.0,NO_ACTION,"target_instance_1,target_instance_3",attack
90.01,2,27.2,19.37,0.0,NO_ACTION,"target_instance_1,target_instance_3",attack
95.0,2,39.28,21.42,0.0,NO_ACTION,"target_instance_1,target_instance_3",attack
100.0,1,16.28,21.42,0.0,SCALE_DOWN,"target_instance_1,target_instance_3",attack
106.99,1,93.05,27.88,0.0,NO_ACTION,target_instance_1,attack
110.0,1,64.32,27.88,0.0,NO_ACTION,target_instance_1,attack
115.0,1,21.37,27.88,0.0,NO_ACTION,target_instance_1,attack
120.0,2,60.57,27.89,0.0,SCALE_UP,target_instance_1,attack
125.0,2,99.36,27.88,0.0,NO_ACTION,target_instance_1,attack
130.0,2,27.48,23.58,0.0,NO_ACTION,"target_instance_1,target_instance_4",attack
135.0,2,21.94,21.43,0.0,NO_ACTION,"target_instance_1,target_instance_4",attack
140.0,2,27.72,19.27,0.0,NO_ACTION,"target_instance_1,target_instance_4",attack
145.0,1,6.87,21.42,0.0,SCALE_DOWN,"target_instance_1,target_instance_4",attack
152.02,1,76.73,27.91,0.0,NO_ACTION,target_instance_1,attack
155.0,1,98.39,27.91,0.0,NO_ACTION,target_instance_1,attack
160.0,1,53.0,27.89,0.0,NO_ACTION,target_instance_1,attack
165.0,1,28.88,27.9,0.0,NO_ACTION,target_instance_1,normal
170.0,2,77.73,27.93,0.0,SCALE_UP,target_instance_1,normal
175.0,2,119.94,27.95,0.0,NO_ACTION,target_instance_1,normal
