num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
8,10.0,80.0,1,,,,
8,10.0,80.0,2,,,,
,10.0,,,2,16.517,0.121,59
,10.0,,,4,16.54,0.242,65
,10.0,,,3,16.581,0.181,56
,10.0,,,4,16.631,0.241,59
,10.0,,,3,16.659,0.18,55
,10.0,,,5,16.658,0.3,60
,10.0,,,4,16.678,0.24,49
,10.0,,,3,16.682,0.18,66
8,10.0,80.0,3,,,,
8,10.0,80.0,4,,,,
,10.0,,,6,52.281,0.115,174
,10.0,,,8,52.402,0.153,158
,10.0,,,0,52.665,0.0,162
,10.0,,,0,52.672,0.0,189
,10.0,,,7,52.722,0.133,178
,10.0,,,0,52.725,0.0,181
,10.0,,,5,52.726,0.095,169
,10.0,,,0,52.756,0.0,182
,10.0,,,0,77.164,0.0,184
,10.0,,,0,77.173,0.0,171
,10.0,,,0,77.189,0.0,171
,10.0,,,23,77.196,0.298,154
,10.0,,,0,77.197,0.0,201
,10.0,,,0,77.218,0.0,176
,10.0,,,0,77.304,0.0,190
,10.0,,,11,77.309,0.142,165
,10.0,,,0,131.406,0.0,908
