num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,3,10.291,0.292,58
,10.0,,,3,10.3,0.291,64
,10.0,,,4,10.442,0.383,86
,10.0,,,4,10.468,0.382,63
4,10.0,40.0,3,,,,
,10.0,,,4,25.609,0.156,175
,10.0,,,0,25.654,0.0,182
,10.0,,,6,25.655,0.234,193
,10.0,,,0,25.66,0.0,180
4,10.0,40.0,4,,,,
,10.0,,,8,27.297,0.293,171
,10.0,,,0,27.435,0.0,153
,10.0,,,0,27.449,0.0,177
,10.0,,,0,27.462,0.0,195
,10.0,,,0,118.014,0.0,871
,10.0,,,6,118.021,0.051,909
,10.0,,,0,120.009,0.0,926
,10.0,,,0,120.095,0.0,941
