num_clients,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10,40,1,,,,
,10,,,228,187.967,1.213,1559
,10,,,181,187.994,0.963,1558
,10,,,182,188.008,0.968,1555
,10,,,186,188.012,0.989,1558
