num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,10,9.428,1.061,56
,10.0,,,8,9.477,0.844,53
,10.0,,,11,9.497,1.158,44
,10.0,,,9,9.5,0.947,64
4,10.0,40.0,3,,,,
,10.0,,,0,23.483,0.0,184
,10.0,,,0,23.589,0.0,157
,10.0,,,15,23.654,0.634,155
,10.0,,,15,23.675,0.634,180
4,10.0,40.0,4,,,,
,10.0,,,0,25.227,0.0,176
,10.0,,,0,25.248,0.0,178
,10.0,,,0,25.252,0.0,188
,10.0,,,26,25.251,1.03,143
,10.0,,,12,117.552,0.102,916
,10.0,,,0,118.127,0.0,894
,10.0,,,0,118.167,0.0,929
,10.0,,,0,118.71,0.0,896
