num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,4,9.859,0.406,66
,10.0,,,11,9.926,1.108,69
,10.0,,,6,9.965,0.602,53
,10.0,,,9,10.003,0.9,52
4,10.0,40.0,3,,,,
,10.0,,,0,25.759,0.0,186
,10.0,,,17,25.771,0.66,183
,10.0,,,10,25.826,0.387,186
,10.0,,,0,25.857,0.0,189
4,10.0,40.0,4,,,,
,10.0,,,0,27.464,0.0,151
,10.0,,,0,27.48,0.0,189
,10.0,,,0,27.61,0.0,182
,10.0,,,41,27.64,1.483,149
,10.0,,,16,117.698,0.136,865
,10.0,,,0,117.706,0.0,897
,10.0,,,0,119.706,0.0,912
,10.0,,,0,119.71,0.0,940
