num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
8,10.0,80.0,1,,,,
8,10.0,80.0,2,,,,
,10.0,,,6,16.482,0.364,51
,10.0,,,2,16.914,0.118,80
,10.0,,,1,16.96,0.059,68
,10.0,,,2,16.97,0.118,56
,10.0,,,9,16.983,0.53,64
,10.0,,,4,16.979,0.236,54
,10.0,,,2,16.988,0.118,58
,10.0,,,4,16.99,0.235,56
8,10.0,80.0,3,,,,
8,10.0,80.0,4,,,,
,10.0,,,7,53.558,0.131,183
,10.0,,,0,53.787,0.0,175
,10.0,,,5,54.066,0.092,168
,10.0,,,0,54.177,0.0,181
,10.0,,,0,54.274,0.0,182
,10.0,,,8,54.39,0.147,164
,10.0,,,7,54.437,0.129,191
,10.0,,,0,54.443,0.0,181
,10.0,,,0,74.843,0.0,149
,10.0,,,0,75.319,0.0,187
,10.0,,,0,75.352,0.0,175
,10.0,,,0,75.749,0.0,166
,10.0,,,0,75.788,0.0,155
,10.0,,,11,75.812,0.145,165
,10.0,,,10,75.811,0.132,158
,10.0,,,0,75.841,0.0,168
,10.0,,,8,131.263,0.061,880
