num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,2,10.283,0.194,68
,10.0,,,2,10.364,0.193,68
,10.0,,,1,10.364,0.096,64
,10.0,,,1,10.377,0.096,70
4,10.0,40.0,3,,,,
,10.0,,,1,25.196,0.04,173
,10.0,,,0,25.239,0.0,195
,10.0,,,0,25.332,0.0,172
,10.0,,,2,25.374,0.079,188
4,10.0,40.0,4,,,,
,10.0,,,2,28.167,0.071,170
,10.0,,,0,28.258,0.0,181
,10.0,,,0,28.345,0.0,207
,10.0,,,0,28.432,0.0,182
,10.0,,,2,117.833,0.017,874
,10.0,,,0,117.84,0.0,948
,10.0,,,0,119.838,0.0,907
,10.0,,,0,119.84,0.0,911
