num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,80.0,320.0,1,,,,
4,80.0,320.0,2,,,,
4,80.0,320.0,3,,,,
4,80.0,320.0,4,,,,
,80.0,,,7,59.454,0.118,467
,80.0,,,5,59.787,0.084,433
,80.0,,,6,59.801,0.1,471
,80.0,,,4,59.836,0.067,479
,80.0,,,8,167.089,0.048,1152
,80.0,,,9,167.108,0.054,1207
,80.0,,,0,167.123,0.0,1228
,80.0,,,0,167.123,0.0,1219
,80.0,,,0,152.819,0.0,1174
,80.0,,,0,152.825,0.0,1213
,80.0,,,0,152.835,0.0,1230
,80.0,,,0,152.847,0.0,1203
