num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,7,10.555,0.663,66
,10.0,,,6,10.621,0.565,67
,10.0,,,6,10.622,0.565,63
,10.0,,,5,10.81,0.463,64
4,10.0,40.0,3,,,,
,10.0,,,2,25.839,0.077,171
,10.0,,,0,25.952,0.0,206
,10.0,,,0,25.977,0.0,166
,10.0,,,8,25.981,0.308,193
4,10.0,40.0,4,,,,
,10.0,,,0,29.299,0.0,177
,10.0,,,11,29.409,0.374,190
,10.0,,,0,29.452,0.0,187
,10.0,,,0,29.529,0.0,215
,10.0,,,9,117.595,0.077,896
,10.0,,,0,117.604,0.0,896
,10.0,,,0,119.604,0.0,899
,10.0,,,0,119.604,0.0,889
