num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,20.0,80.0,1,,,,
4,20.0,80.0,2,,,,
,20.0,,,10,16.687,0.599,119
,20.0,,,6,16.729,0.359,120
,20.0,,,6,16.853,0.356,131
,20.0,,,8,16.865,0.474,102
4,20.0,80.0,3,,,,
4,20.0,80.0,4,,,,
,20.0,,,4,55.959,0.071,371
,20.0,,,0,56.028,0.0,350
,20.0,,,0,56.21,0.0,411
,20.0,,,4,56.231,0.071,366
,20.0,,,0,80.328,0.0,374
,20.0,,,0,80.457,0.0,346
,20.0,,,37,80.488,0.46,303
,20.0,,,0,80.508,0.0,364
,20.0,,,8,131.884,0.061,1660
