num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,40.0,160.0,1,,,,
4,40.0,160.0,2,,,,
4,40.0,160.0,3,,,,
,40.0,,,6,32.537,0.184,272
,40.0,,,5,32.615,0.153,244
,40.0,,,10,32.623,0.307,243
,40.0,,,7,32.633,0.215,233
4,40.0,160.0,4,,,,
,40.0,,,17,115.133,0.148,697
,40.0,,,0,115.169,0.0,730
,40.0,,,0,115.175,0.0,725
,40.0,,,9,115.21,0.078,679
,40.0,,,66,146.921,0.449,594
,40.0,,,0,146.967,0.0,659
,40.0,,,0,146.972,0.0,684
,40.0,,,0,146.979,0.0,686
,40.0,,,0,140.361,0.0,2751
