num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,13,9.726,1.337,52
,10.0,,,14,9.759,1.435,49
,10.0,,,9,9.834,0.915,60
,10.0,,,4,9.843,0.406,66
4,10.0,40.0,3,,,,
,10.0,,,0,24.105,0.0,161
,10.0,,,15,24.211,0.62,183
,10.0,,,0,24.256,0.0,171
,10.0,,,15,24.304,0.617,179
4,10.0,40.0,4,,,,
,10.0,,,0,28.418,0.0,189
,10.0,,,32,28.475,1.124,174
,10.0,,,0,28.55,0.0,186
,10.0,,,0,28.604,0.0,216
,10.0,,,16,116.96,0.137,849
,10.0,,,0,117.673,0.0,875
,10.0,,,0,117.669,0.0,861
,10.0,,,0,117.726,0.0,910
