num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,1,10.445,0.096,70
,10.0,,,2,10.477,0.191,60
,10.0,,,2,10.482,0.191,64
,10.0,,,1,10.552,0.095,80
4,10.0,40.0,3,,,,
,10.0,,,0,27.307,0.0,186
,10.0,,,2,27.318,0.073,216
,10.0,,,2,27.323,0.073,178
,10.0,,,0,27.387,0.0,204
4,10.0,40.0,4,,,,
,10.0,,,0,30.139,0.0,179
,10.0,,,0,30.202,0.0,187
,10.0,,,2,30.261,0.066,190
,10.0,,,0,30.266,0.0,182
,10.0,,,2,118.809,0.017,884
,10.0,,,0,120.094,0.0,935
,10.0,,,0,120.807,0.0,917
,10.0,,,0,120.813,0.0,888
